Anio,Fecha,Segmento,Marca,Modelo,Valor,Modelo_Original,Archivo_Origen
2020,2020-05-01,Paneles pequeños,SUZUKI,SUZUKI APV PANEL,0,SUZUKI APV PANEL,CUADROS ESTADISTICOS DE DICIEMBRE-2020.xlsx
2020,2020-06-01,Paneles pequeños,SUZUKI,SUZUKI APV PANEL,0,SUZUKI APV PANEL,CUADROS ESTADISTICOS DE DICIEMBRE-2020.xlsx
2020,2020-07-01,Paneles pequeños,SUZUKI,SUZUKI APV PANEL,1,SUZUKI APV PANEL,CUADROS ESTADISTICOS DE DICIEMBRE-2020.xlsx
2020,2020-08-01,Paneles pequeños,SUZUKI,SUZUKI APV PANEL,5,SUZUKI APV PANEL,CUADROS ESTADISTICOS DE DICIEMBRE-2020.xlsx
2020,2020-09-01,Paneles pequeños,SUZUKI,SUZUKI APV PANEL,4,SUZUKI APV PANEL,CUADROS ESTADISTICOS DE DICIEMBRE-2020.xlsx
2020,2020-10-01,Paneles pequeños,SUZUKI,SUZUKI APV PANEL,8,SUZUKI APV PANEL,CUADROS ESTADISTICOS DE DICIEMBRE-2020.xlsx
2020,2020-11-01,Paneles pequeños,SUZUKI,SUZUKI APV PANEL,7,SUZUKI APV PANEL,CUADROS ESTADISTICOS DE DICIEMBRE-2020.xlsx
2020,2020-12-01,Paneles pequeños,SUZUKI,SUZUKI APV PANEL,11,SUZUKI APV PANEL,CUADROS ESTADISTICOS DE DICIEMBRE-2020.xlsx
2020,2020-01-01,Paneles pequeños,CHEVROLET,CHEVROLET N300 PANEL,22,CHEVROLET N300 PANEL,CUADROS ESTADISTICOS DE DICIEMBRE-2020.xlsx
2020,2020-02-01,Paneles pequeños,CHEVROLET,CHEVROLET N300 PANEL,1,CHEVROLET N300 PANEL,CUADROS ESTADISTICOS DE DICIEMBRE-2020.xlsx
2020,2020-03-01,Paneles pequeños,CHEVROLET,CHEVROLET N300 PANEL,0,CHEVROLET N300 PANEL,CUADROS ESTADISTICOS DE DICIEMBRE-2020.xlsx
2020,2020-04-01,Paneles pequeños,CHEVROLET,CHEVROLET N300 PANEL,0,CHEVROLET N300 PANEL,CUADROS ESTADISTICOS DE DICIEMBRE-2020.xlsx
2020,2020-05-01,Paneles pequeños,CHEVROLET,CHEVROLET N300 PANEL,0,CHEVROLET N300 PANEL,CUADROS ESTADISTICOS DE DICIEMBRE-2020.xlsx
2020,2020-06-01,Paneles pequeños,CHEVROLET,CHEVROLET N300 PANEL,0,CHEVROLET N300 PANEL,CUADROS ESTADISTICOS DE DICIEMBRE-2020.xlsx
2020,2020-07-01,Paneles pequeños,CHEVROLET,CHEVROLET N300 PANEL,0,CHEVROLET N300 PANEL,CUADROS ESTADISTICOS DE DICIEMBRE-2020.xlsx
2020,2020-08-01,Paneles pequeños,CHEVROLET,CHEVROLET N300 PANEL,0,CHEVROLET N300 PANEL,CUADROS ESTADISTICOS DE DICIEMBRE-2020.xlsx
2020,2020-09-01,Paneles pequeños,CHEVROLET,CHEVROLET N300 PANEL,0,CHEVROLET N300 PANEL,CUADROS ESTADISTICOS DE DICIEMBRE-2020.xlsx
2020,2020-10-01,Paneles pequeños,CHEVROLET,CHEVROLET N300 PANEL,0,CHEVROLET N300 PANEL,CUADROS ESTADISTICOS DE DICIEMBRE-2020.xlsx
2020,2020-11-01,Paneles pequeños,CHEVROLET,CHEVROLET N300 PANEL,0,CHEVROLET N300 PANEL,CUADROS ESTADISTICOS DE DICIEMBRE-2020.xlsx
2020,2020-12-01,Paneles pequeños,CHEVROLET,CHEVROLET N300 PANEL,6,CHEVROLET N300 PANEL,CUADROS ESTADISTICOS DE DICIEMBRE-2020.xlsx
2020,2020-01-01,Paneles pequeños,FOTON,FOTON PANEL,0,FOTON PANEL,CUADROS ESTADISTICOS DE DICIEMBRE-2020.xlsx
2020,2020-02-01,Paneles pequeños,FOTON,FOTON PANEL,0,FOTON PANEL,CUADROS ESTADISTICOS DE DICIEMBRE-2020.xlsx
2020,2020-03-01,Paneles pequeños,FOTON,FOTON PANEL,1,FOTON PANEL,CUADROS ESTADISTICOS DE DICIEMBRE-2020.xlsx
2020,2020-04-01,Paneles pequeños,FOTON,FOTON PANEL,0,FOTON PANEL,CUADROS ESTADISTICOS DE DICIEMBRE-2020.xlsx
2020,2020-05-01,Paneles pequeños,FOTON,FOTON PANEL,0,FOTON PANEL,CUADROS ESTADISTICOS DE DICIEMBRE-2020.xlsx
2020,2020-06-01,Paneles pequeños,FOTON,FOTON PANEL,2,FOTON PANEL,CUADROS ESTADISTICOS DE DICIEMBRE-2020.xlsx
2020,2020-07-01,Paneles pequeños,FOTON,FOTON PANEL,3,FOTON PANEL,CUADROS ESTADISTICOS DE DICIEMBRE-2020.xlsx
2020,2020-08-01,Paneles pequeños,FOTON,FOTON PANEL,1,FOTON PANEL,CUADROS ESTADISTICOS DE DICIEMBRE-2020.xlsx
2020,2020-09-01,Paneles pequeños,FOTON,FOTON PANEL,3,FOTON PANEL,CUADROS ESTADISTICOS DE DICIEMBRE-2020.xlsx
2020,2020-10-01,Paneles pequeños,FOTON,FOTON PANEL,1,FOTON PANEL,CUADROS ESTADISTICOS DE DICIEMBRE-2020.xlsx
2020,2020-11-01,Paneles pequeños,FOTON,FOTON PANEL,2,FOTON PANEL,CUADROS ESTADISTICOS DE DICIEMBRE-2020.xlsx
2020,2020-12-01,Paneles pequeños,FOTON,FOTON PANEL,1,FOTON PANEL,CUADROS ESTADISTICOS DE DICIEMBRE-2020.xlsx
2020,2020-01-01,Paneles pequeños,CHANGAN,CHANGAN PANEL,1,CHANGAN PANEL,CUADROS ESTADISTICOS DE DICIEMBRE-2020.xlsx
2020,2020-02-01,Paneles pequeños,CHANGAN,CHANGAN PANEL,2,CHANGAN PANEL,CUADROS ESTADISTICOS DE DICIEMBRE-2020.xlsx
2020,2020-03-01,Paneles pequeños,CHANGAN,CHANGAN PANEL,0,CHANGAN PANEL,CUADROS ESTADISTICOS DE DICIEMBRE-2020.xlsx
2020,2020-04-01,Paneles pequeños,CHANGAN,CHANGAN PANEL,0,CHANGAN PANEL,CUADROS ESTADISTICOS DE DICIEMBRE-2020.xlsx
2020,2020-05-01,Paneles pequeños,CHANGAN,CHANGAN PANEL,0,CHANGAN PANEL,CUADROS ESTADISTICOS DE DICIEMBRE-2020.xlsx
2020,2020-06-01,Paneles pequeños,CHANGAN,CHANGAN PANEL,0,CHANGAN PANEL,CUADROS ESTADISTICOS DE DICIEMBRE-2020.xlsx
2020,2020-07-01,Paneles pequeños,CHANGAN,CHANGAN PANEL,0,CHANGAN PANEL,CUADROS ESTADISTICOS DE DICIEMBRE-2020.xlsx
2020,2020-08-01,Paneles pequeños,CHANGAN,CHANGAN PANEL,0,CHANGAN PANEL,CUADROS ESTADISTICOS DE DICIEMBRE-2020.xlsx
2020,2020-09-01,Paneles pequeños,CHANGAN,CHANGAN PANEL,3,CHANGAN PANEL,CUADROS ESTADISTICOS DE DICIEMBRE-2020.xlsx
2020,2020-10-01,Paneles pequeños,CHANGAN,CHANGAN PANEL,1,CHANGAN PANEL,CUADROS ESTADISTICOS DE DICIEMBRE-2020.xlsx
2020,2020-11-01,Paneles pequeños,CHANGAN,CHANGAN PANEL,2,CHANGAN PANEL,CUADROS ESTADISTICOS DE DICIEMBRE-2020.xlsx
2020,2020-12-01,Paneles pequeños,CHANGAN,CHANGAN PANEL,2,CHANGAN PANEL,CUADROS ESTADISTICOS DE DICIEMBRE-2020.xlsx
2020,2020-01-01,Paneles pequeños,PEUGEOT,PEUGEOT PARTNER PANEL,1,PEUGEOT PARTNER PANEL,CUADROS ESTADISTICOS DE DICIEMBRE-2020.xlsx
2020,2020-02-01,Paneles pequeños,PEUGEOT,PEUGEOT PARTNER PANEL,0,PEUGEOT PARTNER PANEL,CUADROS ESTADISTICOS DE DICIEMBRE-2020.xlsx
2020,2020-03-01,Paneles pequeños,PEUGEOT,PEUGEOT PARTNER PANEL,0,PEUGEOT PARTNER PANEL,CUADROS ESTADISTICOS DE DICIEMBRE-2020.xlsx
2020,2020-04-01,Paneles pequeños,PEUGEOT,PEUGEOT PARTNER PANEL,0,PEUGEOT PARTNER PANEL,CUADROS ESTADISTICOS DE DICIEMBRE-2020.xlsx
2020,2020-05-01,Paneles pequeños,PEUGEOT,PEUGEOT PARTNER PANEL,0,PEUGEOT PARTNER PANEL,CUADROS ESTADISTICOS DE DICIEMBRE-2020.xlsx
2020,2020-06-01,Paneles pequeños,PEUGEOT,PEUGEOT PARTNER PANEL,0,PEUGEOT PARTNER PANEL,CUADROS ESTADISTICOS DE DICIEMBRE-2020.xlsx
2020,2020-07-01,Paneles pequeños,PEUGEOT,PEUGEOT PARTNER PANEL,0,PEUGEOT PARTNER PANEL,CUADROS ESTADISTICOS DE DICIEMBRE-2020.xlsx
2020,2020-08-01,Paneles pequeños,PEUGEOT,PEUGEOT PARTNER PANEL,1,PEUGEOT PARTNER PANEL,CUADROS ESTADISTICOS DE DICIEMBRE-2020.xlsx
2020,2020-09-01,Paneles pequeños,PEUGEOT,PEUGEOT PARTNER PANEL,2,PEUGEOT PARTNER PANEL,CUADROS ESTADISTICOS DE DICIEMBRE-2020.xlsx
2020,2020-10-01,Paneles pequeños,PEUGEOT,PEUGEOT PARTNER PANEL,4,PEUGEOT PARTNER PANEL,CUADROS ESTADISTICOS DE DICIEMBRE-2020.xlsx
2020,2020-11-01,Paneles pequeños,PEUGEOT,PEUGEOT PARTNER PANEL,0,PEUGEOT PARTNER PANEL,CUADROS ESTADISTICOS DE DICIEMBRE-2020.xlsx
2020,2020-12-01,Paneles pequeños,PEUGEOT,PEUGEOT PARTNER PANEL,0,PEUGEOT PARTNER PANEL,CUADROS ESTADISTICOS DE DICIEMBRE-2020.xlsx
2020,2020-01-01,Paneles pequeños,RENAULT,RENAULT DOKKER PANEL,0,RENAULT DOKKER PANEL,CUADROS ESTADISTICOS DE DICIEMBRE-2020.xlsx
2020,2020-02-01,Paneles pequeños,RENAULT,RENAULT DOKKER PANEL,1,RENAULT DOKKER PANEL,CUADROS ESTADISTICOS DE DICIEMBRE-2020.xlsx
2020,2020-03-01,Paneles pequeños,RENAULT,RENAULT DOKKER PANEL,0,RENAULT DOKKER PANEL,CUADROS ESTADISTICOS DE DICIEMBRE-2020.xlsx
2020,2020-04-01,Paneles pequeños,RENAULT,RENAULT DOKKER PANEL,0,RENAULT DOKKER PANEL,CUADROS ESTADISTICOS DE DICIEMBRE-2020.xlsx
2020,2020-05-01,Paneles pequeños,RENAULT,RENAULT DOKKER PANEL,0,RENAULT DOKKER PANEL,CUADROS ESTADISTICOS DE DICIEMBRE-2020.xlsx
2020,2020-06-01,Paneles pequeños,RENAULT,RENAULT DOKKER PANEL,0,RENAULT DOKKER PANEL,CUADROS ESTADISTICOS DE DICIEMBRE-2020.xlsx
2020,2020-07-01,Paneles pequeños,RENAULT,RENAULT DOKKER PANEL,1,RENAULT DOKKER PANEL,CUADROS ESTADISTICOS DE DICIEMBRE-2020.xlsx
2020,2020-08-01,Paneles pequeños,RENAULT,RENAULT DOKKER PANEL,0,RENAULT DOKKER PANEL,CUADROS ESTADISTICOS DE DICIEMBRE-2020.xlsx
2020,2020-09-01,Paneles pequeños,RENAULT,RENAULT DOKKER PANEL,0,RENAULT DOKKER PANEL,CUADROS ESTADISTICOS DE DICIEMBRE-2020.xlsx
2020,2020-10-01,Paneles pequeños,RENAULT,RENAULT DOKKER PANEL,1,RENAULT DOKKER PANEL,CUADROS ESTADISTICOS DE DICIEMBRE-2020.xlsx
2020,2020-11-01,Paneles pequeños,RENAULT,RENAULT DOKKER PANEL,0,RENAULT DOKKER PANEL,CUADROS ESTADISTICOS DE DICIEMBRE-2020.xlsx
2020,2020-12-01,Paneles pequeños,RENAULT,RENAULT DOKKER PANEL,1,RENAULT DOKKER PANEL,CUADROS ESTADISTICOS DE DICIEMBRE-2020.xlsx
2020,2020-01-01,Paneles pequeños,JEKEEN,JEKEEN BUYWAY,0,JEKEEN BUYWAY,CUADROS ESTADISTICOS DE DICIEMBRE-2020.xlsx
2020,2020-02-01,Paneles pequeños,JEKEEN,JEKEEN BUYWAY,0,JEKEEN BUYWAY,CUADROS ESTADISTICOS DE DICIEMBRE-2020.xlsx
2020,2020-03-01,Paneles pequeños,JEKEEN,JEKEEN BUYWAY,0,JEKEEN BUYWAY,CUADROS ESTADISTICOS DE DICIEMBRE-2020.xlsx
2020,2020-04-01,Paneles pequeños,JEKEEN,JEKEEN BUYWAY,0,JEKEEN BUYWAY,CUADROS ESTADISTICOS DE DICIEMBRE-2020.xlsx
2020,2020-05-01,Paneles pequeños,JEKEEN,JEKEEN BUYWAY,0,JEKEEN BUYWAY,CUADROS ESTADISTICOS DE DICIEMBRE-2020.xlsx
2020,2020-06-01,Paneles pequeños,JEKEEN,JEKEEN BUYWAY,0,JEKEEN BUYWAY,CUADROS ESTADISTICOS DE DICIEMBRE-2020.xlsx
2020,2020-07-01,Paneles pequeños,JEKEEN,JEKEEN BUYWAY,0,JEKEEN BUYWAY,CUADROS ESTADISTICOS DE DICIEMBRE-2020.xlsx
2020,2020-08-01,Paneles pequeños,JEKEEN,JEKEEN BUYWAY,0,JEKEEN BUYWAY,CUADROS ESTADISTICOS DE DICIEMBRE-2020.xlsx
2020,2020-09-01,Paneles pequeños,JEKEEN,JEKEEN BUYWAY,0,JEKEEN BUYWAY,CUADROS ESTADISTICOS DE DICIEMBRE-2020.xlsx
2020,2020-10-01,Paneles pequeños,JEKEEN,JEKEEN BUYWAY,0,JEKEEN BUYWAY,CUADROS ESTADISTICOS DE DICIEMBRE-2020.xlsx
2020,2020-11-01,Paneles pequeños,JEKEEN,JEKEEN BUYWAY,0,JEKEEN BUYWAY,CUADROS ESTADISTICOS DE DICIEMBRE-2020.xlsx
2020,2020-12-01,Paneles pequeños,JEKEEN,JEKEEN BUYWAY,4,JEKEEN BUYWAY,CUADROS ESTADISTICOS DE DICIEMBRE-2020.xlsx
2020,2020-01-01,Paneles pequeños,HIGER,HIGER PANEL,0,HIGER PANEL,CUADROS ESTADISTICOS DE DICIEMBRE-2020.xlsx
2020,2020-02-01,Paneles pequeños,HIGER,HIGER PANEL,0,HIGER PANEL,CUADROS ESTADISTICOS DE DICIEMBRE-2020.xlsx
2020,2020-03-01,Paneles pequeños,HIGER,HIGER PANEL,0,HIGER PANEL,CUADROS ESTADISTICOS DE DICIEMBRE-2020.xlsx
2020,2020-04-01,Paneles pequeños,HIGER,HIGER PANEL,0,HIGER PANEL,CUADROS ESTADISTICOS DE DICIEMBRE-2020.xlsx
2020,2020-05-01,Paneles pequeños,HIGER,HIGER PANEL,0,HIGER PANEL,CUADROS ESTADISTICOS DE DICIEMBRE-2020.xlsx
2020,2020-06-01,Paneles pequeños,HIGER,HIGER PANEL,0,HIGER PANEL,CUADROS ESTADISTICOS DE DICIEMBRE-2020.xlsx
2020,2020-07-01,Paneles pequeños,HIGER,HIGER PANEL,1,HIGER PANEL,CUADROS ESTADISTICOS DE DICIEMBRE-2020.xlsx
2020,2020-08-01,Paneles pequeños,HIGER,HIGER PANEL,0,HIGER PANEL,CUADROS ESTADISTICOS DE DICIEMBRE-2020.xlsx
2020,2020-09-01,Paneles pequeños,HIGER,HIGER PANEL,0,HIGER PANEL,CUADROS ESTADISTICOS DE DICIEMBRE-2020.xlsx
2020,2020-10-01,Paneles pequeños,HIGER,HIGER PANEL,1,HIGER PANEL,CUADROS ESTADISTICOS DE DICIEMBRE-2020.xlsx
2020,2020-11-01,Paneles pequeños,HIGER,HIGER PANEL,0,HIGER PANEL,CUADROS ESTADISTICOS DE DICIEMBRE-2020.xlsx
2020,2020-12-01,Paneles pequeños,HIGER,HIGER PANEL,0,HIGER PANEL,CUADROS ESTADISTICOS DE DICIEMBRE-2020.xlsx
2020,2020-01-01,Paneles medianos,TOYOTA,TOYOTA HI ACE PANEL,6,TOYOTA HI ACE PANEL,CUADROS ESTADISTICOS DE DICIEMBRE-2020.xlsx
2020,2020-02-01,Paneles medianos,TOYOTA,TOYOTA HI ACE PANEL,17,TOYOTA HI ACE PANEL,CUADROS ESTADISTICOS DE DICIEMBRE-2020.xlsx
2020,2020-03-01,Paneles medianos,TOYOTA,TOYOTA HI ACE PANEL,12,TOYOTA HI ACE PANEL,CUADROS ESTADISTICOS DE DICIEMBRE-2020.xlsx
2020,2020-04-01,Paneles medianos,TOYOTA,TOYOTA HI ACE PANEL,0,TOYOTA HI ACE PANEL,CUADROS ESTADISTICOS DE DICIEMBRE-2020.xlsx
2020,2020-05-01,Paneles medianos,TOYOTA,TOYOTA HI ACE PANEL,27,TOYOTA HI ACE PANEL,CUADROS ESTADISTICOS DE DICIEMBRE-2020.xlsx
2020,2020-06-01,Paneles medianos,TOYOTA,TOYOTA HI ACE PANEL,2,TOYOTA HI ACE PANEL,CUADROS ESTADISTICOS DE DICIEMBRE-2020.xlsx
2020,2020-07-01,Paneles medianos,TOYOTA,TOYOTA HI ACE PANEL,4,TOYOTA HI ACE PANEL,CUADROS ESTADISTICOS DE DICIEMBRE-2020.xlsx
2020,2020-08-01,Paneles medianos,TOYOTA,TOYOTA HI ACE PANEL,1,TOYOTA HI ACE PANEL,CUADROS ESTADISTICOS DE DICIEMBRE-2020.xlsx
2020,2020-09-01,Paneles medianos,TOYOTA,TOYOTA HI ACE PANEL,4,TOYOTA HI ACE PANEL,CUADROS ESTADISTICOS DE DICIEMBRE-2020.xlsx
2020,2020-10-01,Paneles medianos,TOYOTA,TOYOTA HI ACE PANEL,24,TOYOTA HI ACE PANEL,CUADROS ESTADISTICOS DE DICIEMBRE-2020.xlsx
2020,2020-11-01,Paneles medianos,TOYOTA,TOYOTA HI ACE PANEL,1,TOYOTA HI ACE PANEL,CUADROS ESTADISTICOS DE DICIEMBRE-2020.xlsx
2020,2020-12-01,Paneles medianos,TOYOTA,TOYOTA HI ACE PANEL,0,TOYOTA HI ACE PANEL,CUADROS ESTADISTICOS DE DICIEMBRE-2020.xlsx
2020,2020-01-01,Paneles medianos,NISSAN,NISSAN URVAN PANEL,1,NISSAN URVAN PANEL,CUADROS ESTADISTICOS DE DICIEMBRE-2020.xlsx
2020,2020-02-01,Paneles medianos,NISSAN,NISSAN URVAN PANEL,7,NISSAN URVAN PANEL,CUADROS ESTADISTICOS DE DICIEMBRE-2020.xlsx
2020,2020-03-01,Paneles medianos,NISSAN,NISSAN URVAN PANEL,3,NISSAN URVAN PANEL,CUADROS ESTADISTICOS DE DICIEMBRE-2020.xlsx
2020,2020-04-01,Paneles medianos,NISSAN,NISSAN URVAN PANEL,0,NISSAN URVAN PANEL,CUADROS ESTADISTICOS DE DICIEMBRE-2020.xlsx
2020,2020-05-01,Paneles medianos,NISSAN,NISSAN URVAN PANEL,0,NISSAN URVAN PANEL,CUADROS ESTADISTICOS DE DICIEMBRE-2020.xlsx
2020,2020-06-01,Paneles medianos,NISSAN,NISSAN URVAN PANEL,0,NISSAN URVAN PANEL,CUADROS ESTADISTICOS DE DICIEMBRE-2020.xlsx
2020,2020-07-01,Paneles medianos,NISSAN,NISSAN URVAN PANEL,4,NISSAN URVAN PANEL,CUADROS ESTADISTICOS DE DICIEMBRE-2020.xlsx
2020,2020-08-01,Paneles medianos,NISSAN,NISSAN URVAN PANEL,4,NISSAN URVAN PANEL,CUADROS ESTADISTICOS DE DICIEMBRE-2020.xlsx
2020,2020-09-01,Paneles medianos,NISSAN,NISSAN URVAN PANEL,4,NISSAN URVAN PANEL,CUADROS ESTADISTICOS DE DICIEMBRE-2020.xlsx
2020,2020-10-01,Paneles medianos,NISSAN,NISSAN URVAN PANEL,16,NISSAN URVAN PANEL,CUADROS ESTADISTICOS DE DICIEMBRE-2020.xlsx
2020,2020-11-01,Paneles medianos,NISSAN,NISSAN URVAN PANEL,3,NISSAN URVAN PANEL,CUADROS ESTADISTICOS DE DICIEMBRE-2020.xlsx
2020,2020-12-01,Paneles medianos,NISSAN,NISSAN URVAN PANEL,3,NISSAN URVAN PANEL,CUADROS ESTADISTICOS DE DICIEMBRE-2020.xlsx
2020,2020-01-01,Paneles medianos,HYUNDAI,HYUNDAI H-1 PANEL,3,HYUNDAI H-1 PANEL,CUADROS ESTADISTICOS DE DICIEMBRE-2020.xlsx
2020,2020-02-01,Paneles medianos,HYUNDAI,HYUNDAI H-1 PANEL,2,HYUNDAI H-1 PANEL,CUADROS ESTADISTICOS DE DICIEMBRE-2020.xlsx
2020,2020-03-01,Paneles medianos,HYUNDAI,HYUNDAI H-1 PANEL,2,HYUNDAI H-1 PANEL,CUADROS ESTADISTICOS DE DICIEMBRE-2020.xlsx
2020,2020-04-01,Paneles medianos,HYUNDAI,HYUNDAI H-1 PANEL,0,HYUNDAI H-1 PANEL,CUADROS ESTADISTICOS DE DICIEMBRE-2020.xlsx
2020,2020-05-01,Paneles medianos,HYUNDAI,HYUNDAI H-1 PANEL,0,HYUNDAI H-1 PANEL,CUADROS ESTADISTICOS DE DICIEMBRE-2020.xlsx
2020,2020-06-01,Paneles medianos,HYUNDAI,HYUNDAI H-1 PANEL,0,HYUNDAI H-1 PANEL,CUADROS ESTADISTICOS DE DICIEMBRE-2020.xlsx
2020,2020-07-01,Paneles medianos,HYUNDAI,HYUNDAI H-1 PANEL,0,HYUNDAI H-1 PANEL,CUADROS ESTADISTICOS DE DICIEMBRE-2020.xlsx
2020,2020-08-01,Paneles medianos,HYUNDAI,HYUNDAI H-1 PANEL,1,HYUNDAI H-1 PANEL,CUADROS ESTADISTICOS DE DICIEMBRE-2020.xlsx
2020,2020-09-01,Paneles medianos,HYUNDAI,HYUNDAI H-1 PANEL,1,HYUNDAI H-1 PANEL,CUADROS ESTADISTICOS DE DICIEMBRE-2020.xlsx
2020,2020-10-01,Paneles medianos,HYUNDAI,HYUNDAI H-1 PANEL,0,HYUNDAI H-1 PANEL,CUADROS ESTADISTICOS DE DICIEMBRE-2020.xlsx
2020,2020-11-01,Paneles medianos,HYUNDAI,HYUNDAI H-1 PANEL,0,HYUNDAI H-1 PANEL,CUADROS ESTADISTICOS DE DICIEMBRE-2020.xlsx
2020,2020-12-01,Paneles medianos,HYUNDAI,HYUNDAI H-1 PANEL,4,HYUNDAI H-1 PANEL,CUADROS ESTADISTICOS DE DICIEMBRE-2020.xlsx
2020,2020-01-01,Paneles medianos,PEUGEOT,PEUGEOT BOXER PANEL,1,PEUGEOT BOXER PANEL,CUADROS ESTADISTICOS DE DICIEMBRE-2020.xlsx
2020,2020-02-01,Paneles medianos,PEUGEOT,PEUGEOT BOXER PANEL,1,PEUGEOT BOXER PANEL,CUADROS ESTADISTICOS DE DICIEMBRE-2020.xlsx
2020,2020-03-01,Paneles medianos,PEUGEOT,PEUGEOT BOXER PANEL,0,PEUGEOT BOXER PANEL,CUADROS ESTADISTICOS DE DICIEMBRE-2020.xlsx
2020,2020-04-01,Paneles medianos,PEUGEOT,PEUGEOT BOXER PANEL,0,PEUGEOT BOXER PANEL,CUADROS ESTADISTICOS DE DICIEMBRE-2020.xlsx
2020,2020-05-01,Paneles medianos,PEUGEOT,PEUGEOT BOXER PANEL,0,PEUGEOT BOXER PANEL,CUADROS ESTADISTICOS DE DICIEMBRE-2020.xlsx
2020,2020-06-01,Paneles medianos,PEUGEOT,PEUGEOT BOXER PANEL,1,PEUGEOT BOXER PANEL,CUADROS ESTADISTICOS DE DICIEMBRE-2020.xlsx
2020,2020-07-01,Paneles medianos,PEUGEOT,PEUGEOT BOXER PANEL,2,PEUGEOT BOXER PANEL,CUADROS ESTADISTICOS DE DICIEMBRE-2020.xlsx
2020,2020-08-01,Paneles medianos,PEUGEOT,PEUGEOT BOXER PANEL,0,PEUGEOT BOXER PANEL,CUADROS ESTADISTICOS DE DICIEMBRE-2020.xlsx
2020,2020-09-01,Paneles medianos,PEUGEOT,PEUGEOT BOXER PANEL,0,PEUGEOT BOXER PANEL,CUADROS ESTADISTICOS DE DICIEMBRE-2020.xlsx
2020,2020-10-01,Paneles medianos,PEUGEOT,PEUGEOT BOXER PANEL,0,PEUGEOT BOXER PANEL,CUADROS ESTADISTICOS DE DICIEMBRE-2020.xlsx
2020,2020-11-01,Paneles medianos,PEUGEOT,PEUGEOT BOXER PANEL,2,PEUGEOT BOXER PANEL,CUADROS ESTADISTICOS DE DICIEMBRE-2020.xlsx
2020,2020-12-01,Paneles medianos,PEUGEOT,PEUGEOT BOXER PANEL,3,PEUGEOT BOXER PANEL,CUADROS ESTADISTICOS DE DICIEMBRE-2020.xlsx
2020,2020-01-01,Paneles medianos,FORD,FORD TRANSIT PANEL,1,FORD TRANSIT PANEL,CUADROS ESTADISTICOS DE DICIEMBRE-2020.xlsx
2020,2020-02-01,Paneles medianos,FORD,FORD TRANSIT PANEL,0,FORD TRANSIT PANEL,CUADROS ESTADISTICOS DE DICIEMBRE-2020.xlsx
2020,2020-03-01,Paneles medianos,FORD,FORD TRANSIT PANEL,2,FORD TRANSIT PANEL,CUADROS ESTADISTICOS DE DICIEMBRE-2020.xlsx
2020,2020-04-01,Paneles medianos,FORD,FORD TRANSIT PANEL,0,FORD TRANSIT PANEL,CUADROS ESTADISTICOS DE DICIEMBRE-2020.xlsx
2020,2020-05-01,Paneles medianos,FORD,FORD TRANSIT PANEL,0,FORD TRANSIT PANEL,CUADROS ESTADISTICOS DE DICIEMBRE-2020.xlsx
2020,2020-06-01,Paneles medianos,FORD,FORD TRANSIT PANEL,1,FORD TRANSIT PANEL,CUADROS ESTADISTICOS DE DICIEMBRE-2020.xlsx
2020,2020-07-01,Paneles medianos,FORD,FORD TRANSIT PANEL,0,FORD TRANSIT PANEL,CUADROS ESTADISTICOS DE DICIEMBRE-2020.xlsx
2020,2020-08-01,Paneles medianos,FORD,FORD TRANSIT PANEL,0,FORD TRANSIT PANEL,CUADROS ESTADISTICOS DE DICIEMBRE-2020.xlsx
2020,2020-09-01,Paneles medianos,FORD,FORD TRANSIT PANEL,0,FORD TRANSIT PANEL,CUADROS ESTADISTICOS DE DICIEMBRE-2020.xlsx
2020,2020-10-01,Paneles medianos,FORD,FORD TRANSIT PANEL,1,FORD TRANSIT PANEL,CUADROS ESTADISTICOS DE DICIEMBRE-2020.xlsx
2020,2020-11-01,Paneles medianos,FORD,FORD TRANSIT PANEL,2,FORD TRANSIT PANEL,CUADROS ESTADISTICOS DE DICIEMBRE-2020.xlsx
2020,2020-12-01,Paneles medianos,FORD,FORD TRANSIT PANEL,1,FORD TRANSIT PANEL,CUADROS ESTADISTICOS DE DICIEMBRE-2020.xlsx
2020,2020-01-01,Paneles medianos,PEUGEOT,PEUGEOT EXPERT PANEL,0,PEUGEOT EXPERT PANEL,CUADROS ESTADISTICOS DE DICIEMBRE-2020.xlsx
2020,2020-02-01,Paneles medianos,PEUGEOT,PEUGEOT EXPERT PANEL,0,PEUGEOT EXPERT PANEL,CUADROS ESTADISTICOS DE DICIEMBRE-2020.xlsx
2020,2020-03-01,Paneles medianos,PEUGEOT,PEUGEOT EXPERT PANEL,0,PEUGEOT EXPERT PANEL,CUADROS ESTADISTICOS DE DICIEMBRE-2020.xlsx
2020,2020-04-01,Paneles medianos,PEUGEOT,PEUGEOT EXPERT PANEL,0,PEUGEOT EXPERT PANEL,CUADROS ESTADISTICOS DE DICIEMBRE-2020.xlsx
2020,2020-05-01,Paneles medianos,PEUGEOT,PEUGEOT EXPERT PANEL,0,PEUGEOT EXPERT PANEL,CUADROS ESTADISTICOS DE DICIEMBRE-2020.xlsx
2020,2020-06-01,Paneles medianos,PEUGEOT,PEUGEOT EXPERT PANEL,0,PEUGEOT EXPERT PANEL,CUADROS ESTADISTICOS DE DICIEMBRE-2020.xlsx
